TheTime,Ballast,Conflat1,Conflat2,Conflat3,Conflat4,Current,DiffusionPump,Voltage
"22-05-02 14:27:11",-0.5239278,-0.3749230,-0.1909765,-0.7950518,-0.09593069,-0.6749030,0.8962537,-0.9622273
"22-05-02 14:27:12",-0.6826985,0.5774924,0.3029884,-0.9497435,0.1533065,-0.5889231,0.8102559,-0.9302420
"22-05-02 14:27:13",-0.8151922,0.9986003,0.7255658,-0.9998444,0.3948717,-0.4948995,0.7008431,-0.8885917
"22-05-02 14:27:14",-0.9139599,0.4955761,0.9665828,-0.9391097,0.6097726,-0.3955593,0.5728798,-0.8383926
"22-05-02 14:27:15",-0.9763070,-0.4619737,0.9713119,-0.7752586,0.7867049,-0.2914173,0.4291597,-0.7798686
"22-05-02 14:27:16",-0.9998129,-0.9953252,0.7404661,-0.5276591,0.9143560,-0.1842225,0.2743572,-0.7139135
"22-05-02 14:27:17",-0.9835804,-0.6158563,0.3256851,-0.2193590,0.9862754,-0.07365241,0.1103535,-0.6401287
"22-05-02 14:27:18",-0.9282974,0.3279648,-0.1662980,0.1111526,0.9965128,0.03711906,-0.05566262,-0.5604290
"22-05-02 14:27:19",-0.8351560,0.9737364,-0.6214185,0.4322934,0.9443195,0.1484607,-0.2216608,-0.4743347
"22-05-02 14:27:20",-0.7104536,0.7236800,-0.9192757,0.7014935,0.8347497,0.2562722,-0.3790278,-0.3848740
"22-05-02 14:27:21",-0.5554415,-0.1958495,-0.9951467,0.8969869,0.6714156,0.3625182,-0.5281774,-0.2902106
"22-05-02 14:27:22",-0.3803201,-0.9286960,-0.8279015,0.9919921,0.4685758,0.4630081,-0.6609462,-0.1938364
"22-05-02 14:27:23",-0.1882773,-0.8116894,-0.4560212,0.9784626,0.2345539,0.5587727,-0.7766674,-0.09456237
"22-05-02 14:27:24",0.01142235,0.05708183,0.02855256,0.8563502,-0.01427773,0.6476359,-0.8707455,0.005711269
"22-05-02 14:27:25",0.2098455,0.8709265,0.5042751,0.6402595,-0.2612058,0.7281271,-0.9402549,0.1055117
"22-05-02 14:27:26",0.3988460,0.8867667,0.8550489,0.3554862,-0.4906387,0.7992540,-0.9835348,0.2036935
"22-05-02 14:27:27",0.5741080,0.08392200,0.9991177,0.02800332,-0.6920990,0.8613199,-0.9999020,0.3010153
"22-05-02 14:27:28",0.7242866,-0.7885228,0.8986116,-0.2981951,-0.8481583,0.9119990,-0.9885608,0.3940184
"22-05-02 14:27:29",0.8475377,-0.9413276,0.5755457,-0.5958712,-0.9533545,0.9520845,-0.9494946,0.4843887
"22-05-02 14:27:30",0.9355680,-0.2317396,0.1166665,-0.8244572,-0.9982913,0.9799635,-0.8848515,0.5687061
"22-05-02 14:27:31",0.9870795,0.6933824,-0.3737848,-0.9642473,-0.9817116,0.9960062,-0.7952999,0.6479849
"22-05-02 14:27:32",0.9992370,0.9809823,-0.7726891,-0.9978809,-0.9040975,0.9997645,-0.6837155,0.7207834
"22-05-02 14:27:33",0.9715604,0.3667222,-0.9824282,-0.9216683,-0.7702729,0.9911934,-0.5531822,0.7863816
"22-05-02 14:27:34",0.9051462,-0.5847463,-0.9516344,-0.7439809,-0.5885437,0.9703965,-0.4073077,0.8441269
"22-05-02 14:27:35",0.8024950,-0.9984844,-0.6873733,-0.4840212,-0.3699295,0.9375825,-0.2499437,0.8934928
"22-05-02 14:27:36",0.6667571,-0.4861273,-0.2511095,-0.1684111,-0.1265728,0.8928361,-0.08450787,0.9341507
"22-05-02 14:27:37",0.5070208,0.4644101,0.2391440,0.1602949,0.1204489,0.8379600,0.08040781,0.9648663
"22-05-02 14:27:38",0.3256847,0.9961408,0.6753631,0.4744196,0.3622945,0.7722845,0.2446438,0.9862754
"22-05-02 14:27:39",0.1306292,0.6091735,0.9468466,0.7371604,0.5823721,0.6967893,0.4026675,0.9978555
"22-05-02 14:27:41",-0.06872257,-0.3371461,0.9852544,0.9175306,0.7652111,0.6130555,0.5487872,0.9994088
"22-05-02 14:27:42",-0.4517393,-0.7159771,0.3885076,0.9670064,0.9801647,0.4238892,0.7920707,0.9726639
"22-05-02 14:27:43",-0.6196346,0.1984661,-0.09973024,0.8308314,0.9987529,0.3210772,0.8821916,0.9446932
"22-05-02 14:27:44",-0.7643042,0.9349846,-0.5680281,0.6007661,0.9547275,0.2131712,0.9485317,0.9068781
"22-05-02 14:27:45",-0.8772693,0.8030932,-0.8932675,0.3058421,0.8513300,0.1034223,0.9879479,0.8602321
"22-05-02 14:27:46",-0.9547951,-0.06162392,-0.9995247,-0.02055284,0.6961226,-0.006851387,0.9999472,0.8053772
"22-05-02 14:27:47",-0.9947482,-0.8714437,-0.8632774,-0.3454447,0.4976295,-0.1173002,0.9844895,0.7424123
"22-05-02 14:27:48",-0.9952537,-0.8835806,-0.5156166,-0.6334828,0.2675636,-0.2266941,0.9417422,0.6718206
"22-05-02 14:27:49",-0.9558030,-0.07862771,-0.03934432,-0.8526107,0.01967597,-0.3337891,0.8725098,0.5941347
"22-05-02 14:27:50",-0.8787904,0.7935237,0.4424142,-0.9763162,-0.2271444,-0.4357828,0.7798553,0.5112690
"22-05-02 14:27:51",-0.7664713,0.9408235,0.8181983,-0.9933663,-0.4610119,-0.5328922,0.6652093,0.4229193
"22-05-02 14:27:52",-0.6225007,0.2163527,0.9940612,-0.9000525,-0.6675243,-0.6240389,0.5311396,0.3296823
"22-05-02 14:27:53",-0.4557188,-0.7002122,0.9257253,-0.7093902,-0.8301194,-0.7063440,0.3841771,0.2343888
"22-05-02 14:27:54",-0.2684795,-0.9776698,0.6284318,-0.4376862,-0.9428321,-0.7809527,0.2245799,0.1354891
"22-05-02 14:27:55",-0.07184442,-0.3518360,0.1787992,-0.1195572,-0.9959632,-0.8453658,0.05988609,0.03594544
"22-05-02 14:27:56",0.1263431,0.5918956,-0.3114365,0.2095710,-0.9874885,-0.8990418,-0.1053721,-0.06329851
"22-05-02 14:27:57",0.3220390,0.9976468,-0.7309454,0.5196753,-0.9171794,-0.9422729,-0.2698482,-0.1632079
"22-05-02 14:27:58",0.5026606,0.4866263,-0.9678869,0.7693286,-0.7910076,-0.9734374,-0.4249393,-0.2603038
"22-05-02 14:27:59",0.6656289,-0.4795029,-0.9689015,0.9369834,-0.6134139,-0.9929317,-0.5703622,-0.3561721
"22-05-02 14:28:00",0.7996311,-0.9968822,-0.7344739,0.9996534,-0.4008510,-0.9999615,-0.6977372,-0.4469387
"22-05-02 14:28:01",0.9029906,-0.6050160,-0.3192074,0.9532434,-0.1617330,-0.9947684,-0.8069088,-0.5340130
"22-05-02 14:28:02",0.9705635,0.3472278,0.1763791,0.8010176,0.08853725,-0.9772032,-0.8940472,-0.6160985
"22-05-02 14:28:03",0.9990939,0.9774301,0.6279893,0.5601386,0.3330000,-0.9475183,-0.9561378,-0.6918961
"22-05-02 14:28:04",0.9878542,0.7108572,0.9228587,0.2605309,0.5544643,-0.9065574,-0.9913288,-0.7600605
"22-05-02 14:28:05",0.9366888,-0.2162086,0.9940692,-0.07257933,0.7445634,-0.8536655,-0.9993404,-0.8216335
"22-05-02 14:28:06",0.8486294,-0.9378009,0.8207233,-0.3943988,0.8863763,-0.7907662,-0.9795252,-0.8743534
"22-05-02 14:28:07",0.7265377,-0.7984736,0.4460775,-0.6735089,0.9733947,-0.7179705,-0.9325179,-0.9184570
"22-05-02 14:28:08",0.5756347,0.07462280,-0.03733743,-0.8782044,0.9998257,-0.6364080,-0.8597341,-0.9533381
"22-05-02 14:28:09",0.4031010,0.8757940,-0.5085838,-0.9859369,0.9646275,-0.5476621,-0.7639104,-0.9785590
"22-05-02 14:28:10",0.2115441,0.8751629,-0.8613444,-0.9858640,0.8683379,-0.4506426,-0.6451561,-0.9943260
"22-05-02 14:28:11",0.01491099,0.07448866,-0.9993052,-0.8781830,0.7201633,-0.3497929,-0.5107226,-0.9999722
"22-05-02 14:28:12",-0.1847687,-0.8011309,-0.8940048,-0.6724175,0.5253297,-0.2433550,-0.3604358,-0.9956862
"22-05-02 14:28:13",-0.3756405,-0.9377707,-0.5712901,-0.3943722,0.2993758,-0.1347173,-0.2013072,-0.9815206
"22-05-02 14:28:14",-0.5538280,-0.2053476,-0.1032252,-0.06888508,0.05168169,-0.02297786,-0.03446301,-0.9572437
"22-05-02 14:28:15",-0.7078093,0.7106126,0.3849782,0.2604190,-0.1963089,0.08770588,0.1313474,-0.9236892
"22-05-02 14:28:16",-0.8334728,0.9770986,0.7787128,0.5605703,-0.4316361,0.1970599,0.2931665,-0.8810677
"22-05-02 14:28:17",-0.9265309,0.3501787,0.9840434,0.8003889,-0.6411207,0.3044058,0.4475035,-0.8295235
"22-05-02 14:28:18",-0.9831195,-0.6058166,0.9475242,0.9533447,-0.8123066,0.4090165,0.5908114,-0.7690788
"22-05-02 14:28:19",-0.9998831,-0.9970788,0.6795660,0.9996753,-0.9310248,0.5073387,0.7160594,-0.7016800
"22-05-02 14:28:20",-0.9770955,-0.4781888,0.2467215,0.9368090,-0.9922415,0.5993851,0.8215355,-0.6273750
"22-05-02 14:28:21",-0.9147882,0.4866655,-0.2514076,0.7693191,-0.9919378,0.6850017,0.9052250,-0.5459241
"22-05-02 14:28:22",-0.8160176,0.9981976,-0.6855608,0.5172332,-0.9295201,0.7617387,0.9632872,-0.4593327
"22-05-02 14:28:23",-0.6860901,0.5963228,-0.9494063,0.2113646,-0.8105709,0.8283788,0.9943358,-0.3691094
"22-05-02 14:28:24",-0.5282198,-0.3514126,-0.9839260,-0.1194075,-0.6408679,0.8852798,0.9982097,-0.2746746
"22-05-02 14:28:25",-0.3490022,-0.9776679,-0.7778675,-0.4376835,-0.4310288,0.9313870,0.9744560,-0.1773106
"22-05-02 14:28:26",-0.1548071,-0.7012582,-0.3788751,-0.7090457,-0.1930702,0.9661623,0.9233533,-0.07763787
"22-05-02 14:28:27",0.04347023,0.2157107,0.1084958,-0.8999569,0.05432815,0.9887149,0.8473426,0.02174025
"22-05-02 14:28:28",0.2415349,0.9390087,0.5727594,-0.9931610,0.3002303,0.9992393,0.7472460,0.1216714
"22-05-02 14:28:29",0.4294709,0.7968471,0.8955950,-0.9767098,0.5268443,0.9974032,0.6266720,0.2201355
"22-05-02 14:28:30",0.6012201,-0.08344555,0.9991277,-0.8517676,0.7217199,0.9831535,0.4878936,0.3169515
"22-05-02 14:28:31",0.7477338,-0.8827204,0.8572919,-0.6339557,0.8702961,0.9568856,0.3366234,0.4098789
"22-05-02 14:28:32",0.8641671,-0.8751379,0.5079993,-0.3478157,0.9647169,0.9190293,0.1766877,0.4983950
"22-05-02 14:28:33",0.9474603,-0.05715191,0.02858764,-0.01905987,0.9998978,0.8691847,0.009530366,0.5831495
"22-05-02 14:28:34",0.9919080,0.8041735,-0.4503362,0.3064182,0.9728461,0.8095518,-0.1550855,0.6606970
"22-05-02 14:28:35",0.9972398,0.9317534,-0.8255579,0.6031625,0.8843974,0.7388603,-0.3181051,0.7328876
"22-05-02 14:28:36",0.9627719,0.2008207,-0.9948940,0.8303854,0.7419318,0.6598341,-0.4705372,0.7969677
"22-05-02 14:28:37",0.8894938,-0.7187511,-0.9206703,0.9673437,0.5521136,0.5720640,-0.6109549,0.8535067
"22-05-02 14:28:38",0.7821384,-0.9754728,-0.6244518,0.9972648,0.3308600,0.4784942,-0.7327727,0.9008620
"22-05-02 14:28:39",0.6421157,-0.3378970,-0.1714889,0.9176363,0.08606380,0.3777489,-0.8358891,0.9398425
"22-05-02 14:28:40",0.4772728,0.6082463,0.3211321,0.7374235,-0.1627353,0.2729094,-0.9152679,0.9692149
"22-05-02 14:28:41",0.2928824,0.9964239,0.7363745,0.4753837,-0.4021355,0.1643839,-0.9694789,0.9889764
"22-05-02 14:28:42",0.09785543,0.4706802,0.9701299,0.1626284,-0.6153917,0.05442438,-0.9966663,0.9987994
"22-05-02 14:28:43",-0.1026420,-0.4917649,0.9671422,-0.1705343,-0.7919079,-0.05709290,-0.9963312,0.9986787
"22-05-02 14:28:44",-0.2975697,-0.9981966,0.7280214,-0.4825613,-0.9180290,-0.1670717,-0.9684684,0.9886102
"22-05-02 14:28:45",-0.4817995,-0.5875734,0.3088925,-0.7432033,-0.9876986,-0.2756653,-0.9135277,0.9685767
"22-05-02 14:28:46",-0.6462582,0.3632575,-0.1848124,-0.9211863,-0.9956841,-0.3805331,-0.8334032,0.9389139
"22-05-02 14:28:47",-0.7845706,0.9795925,-0.6320626,-0.9977256,-0.9420503,-0.4804020,-0.7305499,0.9000110
"22-05-02 14:28:48",-0.8924995,0.6953467,-0.9270044,-0.9644881,-0.8291714,-0.5750769,-0.6065779,0.8517771
"22-05-02 14:28:49",-0.9642341,-0.2274971,-0.9934231,-0.8252786,-0.6653940,-0.6621112,-0.4665159,0.7953151
"22-05-02 14:28:50",-0.9977384,-0.9439692,-0.8154856,-0.5937504,-0.4589241,-0.7414936,-0.3125306,0.7304851
"22-05-02 14:28:51",-0.9913347,-0.7907851,-0.4404010,-0.2993680,-0.2260518,-0.8109970,-0.1514303,0.6590294
"22-05-02 14:28:52",-0.9452931,0.09060126,0.04534728,0.03023724,0.02267947,-0.8710216,0.01512035,0.5804213
"22-05-02 14:28:53",-0.8618373,0.8860621,0.5178964,0.3550118,0.2688463,-0.9200363,0.1804691,0.4963945
"22-05-02 14:28:54",-0.7431865,0.8661813,0.8659474,0.6427080,0.4999325,-0.9579796,0.3419713,0.4067651
"22-05-02 14:28:55",-0.5969496,0.05684400,0.9995957,0.8563913,0.6969815,-0.9836907,0.4917685,0.3144211
"22-05-02 14:28:56",-0.4256519,-0.8094306,0.8908467,0.9781964,0.8527321,-0.9975695,0.6294116,0.2180745
"22-05-02 14:28:57",-0.2368877,-0.9305110,0.5629103,0.9921980,0.9556458,-0.9991321,0.7498906,0.1192958
"22-05-02 14:28:58",-0.03902480,-0.1939368,0.09743196,0.8966993,0.9988098,-0.9883416,0.8493057,0.01951612
"22-05-02 14:28:59",0.1610187,0.7233306,-0.3933816,0.7016137,0.9796365,-0.9652550,0.9253533,-0.08077328
"22-05-02 14:29:00",0.3533390,0.9725391,-0.7850921,0.4307295,0.8998275,-0.9304471,0.9753156,-0.1795893
"22-05-02 14:29:01",0.5329118,0.3253695,-0.9863029,0.1102429,0.7631985,-0.8838454,0.9984750,-0.2773348
"22-05-02 14:29:02",0.6900188,-0.6178322,-0.9450688,-0.2201754,0.5801416,-0.8266901,0.9938461,-0.3716239
"22-05-02 14:29:03",0.8194004,-0.9960036,-0.6747913,-0.5255909,0.3619333,-0.7596194,0.9619609,-0.4619407
"22-05-02 14:29:04",0.9176000,-0.4557229,-0.2343910,-0.7767377,0.1180203,-0.6821564,0.9027248,-0.5488602
"22-05-02 14:29:05",0.9783170,0.5035303,0.2607896,-0.9401570,-0.1315377,-0.5967948,0.8187617,-0.6296375
"22-05-02 14:29:06",0.9999494,0.9987353,0.6891016,-0.9998594,-0.3710359,-0.5048322,0.7130097,-0.7035412
"22-05-02 14:29:07",0.9818518,0.5784026,0.9528251,-0.9498598,-0.5901187,-0.4055640,0.5862269,-0.7712489
"22-05-02 14:29:08",0.9245627,-0.3744034,0.9816481,-0.7951651,-0.7715897,-0.3016536,0.4436254,-0.8309723
"22-05-02 14:29:09",0.8303902,-0.9826316,0.7699245,-0.5528788,-0.9050235,-0.1940331,0.2887372,-0.8823781
"22-05-02 14:29:10",0.7039461,-0.6911638,0.3723586,-0.2516320,-0.9818577,-0.08468712,0.1268405,-0.9247306
"22-05-02 14:29:11",0.5474054,0.2428371,-0.1223375,0.08167202,-0.9981204,0.02725100,-0.04087016,-0.9583495
"22-05-02 14:29:12",0.3709415,0.9462634,-0.5816370,0.4021157,-0.9522207,0.1375051,-0.2054399,-0.9820021
"22-05-02 14:29:13",0.1792155,0.7839142,-0.9002414,0.6793544,-0.8471691,0.2463970,-0.3648217,-0.9959442
"22-05-02 14:29:14",-0.02027073,-0.1011872,-0.9987160,0.8824214,-0.6889635,0.3525813,-0.5145581,-0.9999486
"22-05-02 14:29:15",-0.2183001,-0.8913711,-0.8524302,0.9877302,-0.4884460,0.4540701,-0.6495499,-0.9939521
"22-05-02 14:29:16",-0.4074849,-0.8639700,-0.4982252,0.9845697,-0.2578297,0.5498892,-0.7664831,-0.9780624
"22-05-02 14:29:17",-0.5800154,-0.04783640,-0.02392505,0.8738906,-0.01196338,0.6387054,-0.8620100,-0.9525244
"22-05-02 14:29:18",-0.7313782,0.8192552,0.4618284,0.6647511,0.2377296,0.7206994,-0.9346296,-0.9170529
"22-05-02 14:29:19",-0.8517794,0.9269963,0.8291774,0.3852153,0.4695820,0.7927966,-0.9805169,-0.8728977
"22-05-02 14:29:20",-0.9392424,0.1801141,0.9959030,0.06033078,0.6743784,0.8557895,-0.9995445,-0.8195287
"22-05-02 14:29:21",-0.9886570,-0.7290880,0.9177200,-0.2689758,0.8358313,0.9077856,-0.9907439,-0.7583506
"22-05-02 14:29:22",-0.9987795,-0.9696359,0.6145921,-0.5695446,0.9457392,0.9487262,-0.9544528,-0.6894231
"22-05-02 14:29:23",-0.9690145,-0.3172804,0.1607299,-0.8073088,0.9967443,0.9779461,-0.8916639,-0.6135943
"22-05-02 14:29:24",-0.9008734,0.6243496,-0.3307983,-0.9556808,0.9858249,0.9950429,-0.8044889,-0.5319389
"22-05-02 14:29:25",-0.7968681,0.9948104,-0.7422081,-0.9994229,0.9138297,0.9999359,-0.6949937,-0.4448858
"22-05-02 14:29:26",-0.6604833,0.4490649,-0.9730106,-0.9329194,0.7844618,0.9924712,-0.5656477,-0.3529584
"22-05-02 14:29:27",-0.4982604,-0.5086675,-0.9646147,-0.7638895,0.6067687,0.9727871,-0.4211015,-0.2578493
"22-05-02 14:29:28",-0.3161941,-0.9992865,-0.7203368,-0.5108660,0.3913921,0.9411200,-0.2648959,-0.1601647
"22-05-02 14:29:29",-0.1210637,-0.5702475,-0.2987700,-0.2008927,0.1511206,0.8977437,-0.1009622,-0.06064348
"22-05-02 14:29:30",0.07719085,0.3767994,0.1919702,0.1284239,-0.09643455,0.8437710,0.06434528,0.03862425
"22-05-02 14:29:31",0.2743209,0.9835959,0.6401617,0.4467588,-0.3404114,0.7788422,0.2295055,0.1384951
"22-05-02 14:29:32",0.4601210,0.6823227,0.9303363,0.7151830,-0.5627133,0.7043939,0.3879837,0.2367950
"22-05-02 14:29:33",0.6268573,-0.2435000,0.9924467,0.9040657,-0.7492251,0.6216139,0.5350731,0.3323146
"22-05-02 14:29:34",0.7689016,-0.9470803,0.8127105,0.9940733,-0.8895695,0.5311082,0.6675657,0.4246368
"22-05-02 14:29:35",0.8805938,-0.7818430,0.4338920,0.9749293,-0.9749269,0.4338856,0.7818296,0.5128977
"22-05-02 14:29:36",0.9572852,0.1039382,-0.05203961,0.8481529,-0.9996612,0.3311256,0.8745718,0.5961772
"22-05-02 14:29:37",0.9956158,0.8923047,-0.5237205,0.6285773,-0.9622604,0.2246406,0.9428009,0.6732246
"22-05-02 14:29:38",0.9943299,0.8614381,-0.8682922,0.3391673,-0.8648853,0.1150883,0.9850701,0.7437536
"22-05-02 14:29:39",0.9528847,0.02985045,-0.9998886,0.009951464,-0.7123647,0.003317203,0.9999876,0.8072586
"22-05-02 14:29:40",0.8740075,-0.8227532,-0.8855503,-0.3165396,-0.5174247,-0.1071536,0.9870611,0.8619491
"22-05-02 14:29:41",0.7602419,-0.9233955,-0.5550451,-0.6090954,-0.2899825,-0.2165766,0.9468624,0.9081960
"22-05-02 14:29:42",0.6154688,-0.1724442,-0.08654686,-0.8357117,-0.04331408,-0.3238624,0.8801047,0.9455584
"22-05-02 14:29:43",0.4470504,0.7340501,0.4005650,-0.9691980,0.2046114,-0.4265284,0.7893931,0.9732699
"22-05-02 14:29:45",0.2613801,0.9692732,0.7892992,-0.9965702,0.4393127,-0.5237218,0.6772182,0.9912709
"22-05-02 14:29:46",-0.1356497,-0.6290621,0.9426969,-0.7314293,0.8165936,-0.6988051,0.3987999,0.9976865
"22-05-02 14:29:47",-0.3302429,-0.9937336,0.6664179,-0.4673250,0.9342319,-0.7739846,0.2407430,0.9858742
"22-05-02 14:29:48",-0.5103039,-0.4474412,0.2298768,-0.1540185,0.9932824,-0.8391143,0.07724002,0.9643636
"22-05-02 14:29:49",-0.6714418,0.5134243,-0.2663317,0.1787575,0.9909292,-0.8944078,-0.08974082,0.9330213
"22-05-02 14:29:50",-0.8055767,0.9995752,-0.6967267,0.4915623,0.9266436,-0.9385800,-0.2541236,0.8923260
"22-05-02 14:29:51",-0.9073237,0.5636640,-0.9555114,0.7496893,0.8046596,-0.9710836,-0.4112238,0.8427434
"22-05-02 14:29:52",-0.9727782,-0.3907771,-0.9799197,0.9249951,0.6326957,-0.9915717,-0.5567859,0.7847733
"22-05-02 14:29:53",-0.9994112,-0.9853134,-0.7650998,0.9983646,0.4219528,-0.9998182,-0.6865976,0.7191358
"22-05-02 14:29:54",-0.9863790,-0.6776772,-0.3637585,0.9623168,0.1850766,-0.9957894,-0.7974744,0.6463403
"22-05-02 14:29:55",-0.9340997,0.2518008,0.1269270,0.8205375,-0.06359219,-0.9795034,-0.8864516,0.5670043
"22-05-02 14:29:56",-0.8446949,0.9499921,0.5863984,0.5887089,-0.3082022,-0.9511741,-0.9508799,0.4820539
"22-05-02 14:29:57",-0.7211211,0.7742332,0.9035763,0.2909002,-0.5345900,-0.9109523,-0.9891293,0.3919126
"22-05-02 14:29:58",-0.5689362,-0.1152774,0.9983319,-0.03850190,-0.7272328,-0.8595357,-0.9998146,0.2980086
"22-05-02 14:29:59",-0.3937077,-0.8993520,0.8477103,-0.3641889,-0.8747741,-0.7973815,-0.9826813,0.2009531
"22-05-02 14:30:00",-0.2044705,-0.8570999,0.4923666,-0.6472666,-0.9670543,-0.7260315,-0.9386862,0.1027795
"22-05-02 14:30:01",-0.005072447,-0.02535975,0.01268089,-0.8617674,-0.9999799,-0.6449438,-0.8681312,0.002536232
"22-05-02 14:30:02",0.1943382,0.8293335,-0.4697053,-0.9805352,-0.9702637,-0.5559244,-0.7734157,-0.09763559
"22-05-02 14:30:03",0.3855702,0.9177844,-0.8357868,-0.9907512,-0.8800722,-0.4602072,-0.6573846,-0.1966233
"22-05-02 14:30:04",0.5596212,0.1711034,-0.9963064,-0.8932458,-0.7368409,-0.3599099,-0.5246101,-0.2926188
"22-05-02 14:30:05",0.7134975,-0.7384671,-0.9149561,-0.6963263,-0.5460983,-0.2539436,-0.3756825,-0.3868735
"22-05-02 14:30:06",0.8386561,-0.9659602,-0.6088141,-0.4226584,-0.3214709,-0.1449465,-0.2164612,-0.4771471
"22-05-02 14:30:07",0.9301801,-0.3037907,-0.1537225,-0.1027082,-0.07709066,-0.03428982,-0.05142215,-0.5625374
"22-05-02 14:30:08",0.9846748,0.6398571,0.3402250,0.2293769,0.1727078,0.07706931,0.1154606,-0.6424950
"22-05-02 14:30:09",0.9996931,0.9923370,0.7495200,0.5353239,0.4111073,0.1871863,0.2787052,-0.7158117
"22-05-02 14:30:10",0.9750300,0.4359511,0.9746718,0.7813541,0.6230410,0.2945114,0.4335389,-0.7816883
"22-05-02 14:30:11",0.9116610,-0.5198236,0.9628794,0.9422922,0.7968475,0.3984297,0.5767185,-0.8399235
"22-05-02 14:30:12",0.8116615,-0.9997454,0.7150398,0.9999717,0.9217059,0.4978270,0.7044424,-0.8899798
"22-05-02 14:30:13",0.6799188,-0.5618884,0.2939277,0.9477433,0.9888953,0.5906268,0.8121064,-0.9309370
"22-05-02 14:30:14",0.5206930,0.3924377,-0.2002766,0.7912013,0.9949220,0.6764566,0.8976513,-0.9627419
"22-05-02 14:30:15",0.3404496,0.9862241,-0.6459820,0.5471801,0.9389762,0.7540459,0.9583879,-0.9849525
"22-05-02 14:30:16",0.1471161,0.6730020,-0.9326416,0.2436104,0.8248649,0.8221449,0.9924397,-0.9972761
"22-05-02 14:30:17",-0.05427039,-0.2681626,-0.9908011,-0.09037160,0.6575233,0.8807117,0.9989765,-0.9996315
"22-05-02 14:30:18",-0.2496792,-0.9526225,-0.8075132,-0.4082915,0.4528523,0.9273963,0.9779702,-0.9920506
